# x, y, theta, v_l, v_r
323.32, 1182.75, 1.590, 100.00, 100.00
323.30, 1183.75, 1.590, 100.00, 100.00
323.28, 1184.75, 1.590, 100.00, 100.00
323.26, 1185.75, 1.590, 100.00, 100.00
323.25, 1186.75, 1.590, 100.00, 100.00
323.23, 1187.75, 1.590, 100.00, 100.00
323.21, 1188.75, 1.590, 100.00, 100.00
323.19, 1189.75, 1.590, 100.00, 100.00
323.17, 1190.75, 1.590, 100.00, 100.00
323.15, 1191.75, 1.590, 100.00, 100.00
323.13, 1192.75, 1.590, 100.00, 100.00
323.11, 1193.75, 1.590, 100.00, 100.00
323.09, 1194.75, 1.590, 100.00, 100.00
323.08, 1195.75, 1.590, 100.00, 100.00
323.06, 1196.74, 1.590, 100.00, 100.00
323.04, 1197.74, 1.590, 100.00, 100.00
323.02, 1198.74, 1.590, 100.00, 100.00
323.00, 1199.74, 1.590, 100.00, 100.00
322.98, 1200.74, 1.590, 100.00, 100.00
322.96, 1201.74, 1.590, 100.00, 100.00
322.94, 1202.74, 1.590, 100.00, 100.00
322.93, 1203.74, 1.590, 100.00, 100.00
322.91, 1204.74, 1.590, 100.00, 100.00
322.89, 1205.74, 1.590, 100.00, 100.00
322.87, 1206.74, 1.590, 100.00, 100.00
322.85, 1207.74, 1.590, 100.00, 100.00
322.83, 1208.74, 1.590, 100.00, 100.00
322.81, 1209.74, 1.590, 100.00, 100.00
322.79, 1210.74, 1.590, 100.00, 100.00
322.77, 1211.74, 1.590, 100.00, 100.00
322.76, 1212.74, 1.590, 100.00, 100.00
322.74, 1213.74, 1.590, 100.00, 100.00
322.72, 1214.74, 1.590, 100.00, 100.00
322.70, 1215.74, 1.590, 100.00, 100.00
322.68, 1216.74, 1.590, 100.00, 100.00
322.66, 1217.74, 1.590, 100.00, 100.00
322.64, 1218.74, 1.590, 100.00, 100.00
322.62, 1219.74, 1.590, 100.00, 100.00
322.60, 1220.74, 1.590, 100.00, 100.00
322.59, 1221.74, 1.590, 100.00, 100.00
322.57, 1222.74, 1.590, 100.00, 100.00
322.55, 1223.74, 1.590, 100.00, 100.00
322.53, 1224.74, 1.590, 100.00, 100.00
322.51, 1225.74, 1.590, 100.00, 100.00
322.49, 1226.74, 1.590, 100.00, 100.00
322.47, 1227.74, 1.590, 100.00, 100.00
322.45, 1228.74, 1.590, 100.00, 100.00
322.43, 1229.74, 1.590, 100.00, 100.00
322.42, 1230.74, 1.590, 100.00, 100.00
322.40, 1231.74, 1.590, 100.00, 100.00
322.38, 1232.74, 1.590, 100.00, 100.00
322.36, 1233.74, 1.590, 100.00, 100.00
322.34, 1234.74, 1.590, 100.00, 100.00
322.32, 1235.74, 1.590, 100.00, 100.00
322.30, 1236.74, 1.590, 100.00, 100.00
322.28, 1237.74, 1.590, 100.00, 100.00
322.27, 1238.74, 1.590, 100.00, 100.00
322.25, 1239.74, 1.590, 100.00, 100.00
322.23, 1240.74, 1.590, 100.00, 100.00
322.21, 1241.74, 1.590, 100.00, 100.00
322.19, 1242.74, 1.590, 100.00, 100.00
322.17, 1243.74, 1.590, 100.00, 100.00
322.15, 1244.74, 1.590, 100.00, 100.00
322.13, 1245.74, 1.590, 100.00, 100.00
322.11, 1246.74, 1.590, 100.00, 100.00
322.10, 1247.74, 1.590, 100.00, 100.00
322.08, 1248.74, 1.590, 100.00, 100.00
322.06, 1249.74, 1.590, 100.00, 100.00
322.04, 1250.74, 1.590, 100.00, 100.00
322.02, 1251.74, 1.590, 100.00, 100.00
322.00, 1252.73, 1.590, 100.00, 100.00
321.98, 1253.73, 1.590, 100.00, 100.00
321.96, 1254.73, 1.590, 100.00, 100.00
321.94, 1255.73, 1.590, 100.00, 100.00
321.93, 1256.73, 1.590, 100.00, 100.00
321.91, 1257.73, 1.590, 100.00, 100.00
321.89, 1258.73, 1.590, 100.00, 100.00
321.87, 1259.73, 1.590, 100.00, 100.00
321.85, 1260.73, 1.590, 100.00, 100.00
321.83, 1261.73, 1.590, 100.00, 100.00
321.81, 1262.73, 1.590, 100.00, 100.00
321.79, 1263.73, 1.590, 100.00, 100.00
321.77, 1264.73, 1.590, 100.00, 100.00
321.76, 1265.73, 1.590, 100.00, 100.00
321.74, 1266.73, 1.590, 100.00, 100.00
321.72, 1267.73, 1.590, 100.00, 100.00
321.70, 1268.73, 1.590, 100.00, 100.00
321.68, 1269.73, 1.590, 100.00, 100.00
321.66, 1270.73, 1.590, 100.00, 100.00
321.64, 1271.73, 1.590, 100.00, 100.00
321.62, 1272.73, 1.590, 100.00, 100.00
321.60, 1273.73, 1.590, 100.00, 100.00
321.59, 1274.73, 1.590, 100.00, 100.00
321.57, 1275.73, 1.590, 100.00, 100.00
321.55, 1276.73, 1.590, 100.00, 100.00
321.53, 1277.73, 1.590, 100.00, 100.00
321.51, 1278.73, 1.590, 100.00, 100.00
321.49, 1279.73, 1.590, 100.00, 100.00
321.47, 1280.73, 1.590, 100.00, 100.00
321.45, 1281.73, 1.590, 100.00, 100.00
321.44, 1282.73, 1.590, 100.00, 100.00
321.42, 1283.73, 1.590, 100.00, 100.00
321.40, 1284.73, 1.590, 100.00, 100.00
321.38, 1285.73, 1.590, 100.00, 100.00
321.36, 1286.73, 1.590, 100.00, 100.00
321.34, 1287.73, 1.590, 100.00, 100.00
321.32, 1288.73, 1.590, 100.00, 100.00
321.30, 1289.73, 1.590, 100.00, 100.00
321.28, 1290.73, 1.590, 100.00, 100.00
321.27, 1291.73, 1.590, 100.00, 100.00
321.25, 1292.73, 1.590, 100.00, 100.00
321.23, 1293.73, 1.590, 100.00, 100.00
321.21, 1294.73, 1.590, 100.00, 100.00
321.19, 1295.73, 1.590, 100.00, 100.00
321.17, 1296.73, 1.590, 100.00, 100.00
321.15, 1297.73, 1.590, 100.00, 100.00
321.13, 1298.73, 1.590, 100.00, 100.00
321.11, 1299.73, 1.590, 100.00, 100.00
321.10, 1300.73, 1.590, 100.00, 100.00
321.08, 1301.73, 1.590, 100.00, 100.00
321.06, 1302.73, 1.590, 100.00, 100.00
321.04, 1303.73, 1.590, 100.00, 100.00
321.02, 1304.73, 1.590, 100.00, 100.00
321.00, 1305.73, 1.590, 100.00, 100.00
320.98, 1306.73, 1.590, 100.00, 100.00
320.96, 1307.73, 1.590, 100.00, 100.00
320.94, 1308.72, 1.590, 100.00, 100.00
320.93, 1309.72, 1.590, 100.00, 100.00
320.91, 1310.72, 1.590, 100.00, 100.00
320.89, 1311.72, 1.590, 100.00, 100.00
320.87, 1312.72, 1.590, 100.00, 100.00
320.85, 1313.72, 1.590, 100.00, 100.00
320.83, 1314.72, 1.590, 100.00, 100.00
320.81, 1315.72, 1.590, 100.00, 100.00
320.79, 1316.72, 1.590, 100.00, 100.00
320.78, 1317.72, 1.590, 100.00, 100.00
320.76, 1318.72, 1.590, 100.00, 100.00
320.74, 1319.72, 1.590, 100.00, 100.00
320.72, 1320.72, 1.590, 100.00, 100.00
320.70, 1321.72, 1.590, 100.00, 100.00
320.68, 1322.72, 1.590, 100.00, 100.00
320.66, 1323.72, 1.590, 100.00, 100.00
320.64, 1324.72, 1.590, 100.00, 100.00
320.62, 1325.72, 1.590, 100.00, 100.00
320.61, 1326.72, 1.590, 100.00, 100.00
320.59, 1327.72, 1.590, 100.00, 100.00
320.57, 1328.72, 1.590, 100.00, 100.00
320.55, 1329.72, 1.590, 100.00, 100.00
320.53, 1330.72, 1.590, 100.00, 100.00
320.51, 1331.72, 1.590, 100.00, 100.00
320.49, 1332.72, 1.590, 100.00, 100.00
320.49, 1332.72, 1.560, 1.47, -1.47
320.73, 1332.94, 0.560, 100.00, 0.00
321.57, 1333.47, 0.560, 100.00, 100.00
322.42, 1334.00, 0.560, 100.00, 100.00
323.27, 1334.54, 0.560, 100.00, 100.00
324.11, 1335.07, 0.560, 100.00, 100.00
324.96, 1335.60, 0.560, 100.00, 100.00
325.81, 1336.13, 0.560, 100.00, 100.00
326.66, 1336.66, 0.560, 100.00, 100.00
327.50, 1337.19, 0.560, 100.00, 100.00
328.35, 1337.73, 0.560, 100.00, 100.00
329.20, 1338.26, 0.560, 100.00, 100.00
330.04, 1338.79, 0.560, 100.00, 100.00
330.89, 1339.32, 0.560, 100.00, 100.00
331.74, 1339.85, 0.560, 100.00, 100.00
332.59, 1340.38, 0.560, 100.00, 100.00
333.43, 1340.91, 0.560, 100.00, 100.00
333.43, 1340.91, 0.590, -1.47, 1.47
333.43, 1340.91, 0.619, -1.47, 1.47
333.43, 1340.91, 0.648, -1.47, 1.47
333.43, 1340.91, 0.678, -1.47, 1.47
333.43, 1340.91, 0.707, -1.47, 1.47
333.43, 1340.91, 0.736, -1.47, 1.47
333.43, 1340.91, 0.766, -1.47, 1.47
333.43, 1340.91, 0.795, -1.47, 1.47
333.43, 1340.91, 0.824, -1.47, 1.47
333.43, 1340.91, 0.854, -1.47, 1.47
333.43, 1340.91, 0.883, -1.47, 1.47
333.43, 1340.91, 0.912, -1.47, 1.47
333.43, 1340.91, 0.942, -1.47, 1.47
333.43, 1340.91, 0.971, -1.47, 1.47
333.43, 1340.91, 1.000, -1.47, 1.47
333.43, 1340.91, 1.030, -1.47, 1.47
333.43, 1340.91, 1.059, -1.47, 1.47
333.43, 1340.91, 1.088, -1.47, 1.47
333.43, 1340.91, 1.118, -1.47, 1.47
333.43, 1340.91, 1.147, -1.47, 1.47
333.43, 1340.91, 1.176, -1.47, 1.47
333.43, 1340.91, 1.205, -1.47, 1.47
333.43, 1340.91, 1.235, -1.47, 1.47
333.43, 1340.91, 1.264, -1.47, 1.47
333.43, 1340.91, 1.293, -1.47, 1.47
333.43, 1340.91, 1.323, -1.47, 1.47
333.43, 1340.91, 1.352, -1.47, 1.47
333.43, 1340.91, 1.381, -1.47, 1.47
333.43, 1340.91, 1.411, -1.47, 1.47
333.43, 1340.91, 1.440, -1.47, 1.47
333.43, 1340.91, 1.469, -1.47, 1.47
333.43, 1340.91, 1.499, -1.47, 1.47
333.43, 1340.91, 1.528, -1.47, 1.47
333.43, 1340.91, 1.557, -1.47, 1.47
333.43, 1340.91, 1.587, -1.47, 1.47
333.43, 1340.91, 1.616, -1.47, 1.47
333.43, 1340.91, 1.645, -1.47, 1.47
333.43, 1340.91, 1.675, -1.47, 1.47
333.43, 1340.91, 1.704, -1.47, 1.47
333.43, 1340.91, 1.733, -1.47, 1.47
333.43, 1340.91, 1.763, -1.47, 1.47
333.43, 1340.91, 1.792, -1.47, 1.47
333.43, 1340.91, 1.821, -1.47, 1.47
333.43, 1340.91, 1.851, -1.47, 1.47
333.43, 1340.91, 1.880, -1.47, 1.47
333.43, 1340.91, 1.909, -1.47, 1.47
333.43, 1340.91, 1.939, -1.47, 1.47
333.43, 1340.91, 1.968, -1.47, 1.47
333.43, 1340.91, 1.997, -1.47, 1.47
333.43, 1340.91, 2.027, -1.47, 1.47
333.43, 1340.91, 2.056, -1.47, 1.47
333.43, 1340.91, 2.085, -1.47, 1.47
333.43, 1340.91, 2.115, -1.47, 1.47
333.43, 1340.91, 2.144, -1.47, 1.47
333.43, 1340.91, 2.173, -1.47, 1.47
333.43, 1340.91, 2.203, -1.47, 1.47
333.43, 1340.91, 2.232, -1.47, 1.47
333.43, 1340.91, 2.261, -1.47, 1.47
333.43, 1340.91, 2.291, -1.47, 1.47
333.43, 1340.91, 2.320, -1.47, 1.47
333.43, 1340.91, 2.349, -1.47, 1.47
333.43, 1340.91, 2.379, -1.47, 1.47
333.43, 1340.91, 2.408, -1.47, 1.47
333.43, 1340.91, 2.437, -1.47, 1.47
333.43, 1340.91, 2.466, -1.47, 1.47
333.43, 1340.91, 2.496, -1.47, 1.47
333.43, 1340.91, 2.525, -1.47, 1.47
333.43, 1340.91, 2.554, -1.47, 1.47
333.43, 1340.91, 2.584, -1.47, 1.47
333.43, 1340.91, 2.613, -1.47, 1.47
333.43, 1340.91, 2.642, -1.47, 1.47
333.43, 1340.91, 2.672, -1.47, 1.47
333.43, 1340.91, 2.701, -1.47, 1.47
333.43, 1340.91, 2.730, -1.47, 1.47
333.43, 1340.91, 2.760, -1.47, 1.47
333.43, 1340.91, 2.789, -1.47, 1.47
333.43, 1340.91, 2.818, -1.47, 1.47
333.43, 1340.91, 2.848, -1.47, 1.47
333.43, 1340.91, 2.877, -1.47, 1.47
333.43, 1340.91, 2.906, -1.47, 1.47
333.43, 1340.91, 2.936, -1.47, 1.47
333.43, 1340.91, 2.965, -1.47, 1.47
333.43, 1340.91, 2.994, -1.47, 1.47
333.43, 1340.91, 3.024, -1.47, 1.47
333.43, 1340.91, 3.053, -1.47, 1.47
333.43, 1340.91, 3.082, -1.47, 1.47
333.43, 1340.91, 3.112, -1.47, 1.47
333.43, 1340.91, 3.141, -1.47, 1.47
333.43, 1340.91, -3.113, -1.47, 1.47
333.43, 1340.91, -3.084, -1.47, 1.47
333.43, 1340.91, -3.054, -1.47, 1.47
333.43, 1340.91, -3.025, -1.47, 1.47
333.43, 1340.91, -2.996, -1.47, 1.47
333.43, 1340.91, -2.966, -1.47, 1.47
333.43, 1340.91, -2.937, -1.47, 1.47
333.43, 1340.91, -2.908, -1.47, 1.47
333.43, 1340.91, -2.878, -1.47, 1.47
333.43, 1340.91, -2.849, -1.47, 1.47
333.43, 1340.91, -2.820, -1.47, 1.47
333.43, 1340.91, -2.790, -1.47, 1.47
333.43, 1340.91, -2.761, -1.47, 1.47
333.43, 1340.91, -2.732, -1.47, 1.47
333.43, 1340.91, -2.702, -1.47, 1.47
333.43, 1340.91, -2.673, -1.47, 1.47
333.43, 1340.91, -2.644, -1.47, 1.47
333.43, 1340.91, -2.614, -1.47, 1.47
333.43, 1340.91, -2.585, -1.47, 1.47
333.43, 1340.91, -2.556, -1.47, 1.47
333.43, 1340.91, -2.526, -1.47, 1.47
333.43, 1340.91, -2.497, -1.47, 1.47
333.43, 1340.91, -2.468, -1.47, 1.47
333.43, 1340.91, -2.438, -1.47, 1.47
333.43, 1340.91, -2.409, -1.47, 1.47
333.43, 1340.91, -2.380, -1.47, 1.47
333.43, 1340.91, -2.350, -1.47, 1.47
333.43, 1340.91, -2.321, -1.47, 1.47
333.43, 1340.91, -2.292, -1.47, 1.47
333.43, 1340.91, -2.262, -1.47, 1.47
333.43, 1340.91, -2.233, -1.47, 1.47
333.43, 1340.91, -2.204, -1.47, 1.47
333.43, 1340.91, -2.174, -1.47, 1.47
333.43, 1340.91, -2.145, -1.47, 1.47
333.43, 1340.91, -2.116, -1.47, 1.47
333.43, 1340.91, -2.086, -1.47, 1.47
333.43, 1340.91, -2.057, -1.47, 1.47
333.43, 1340.91, -2.028, -1.47, 1.47
333.43, 1340.91, -1.999, -1.47, 1.47
333.43, 1340.91, -1.969, -1.47, 1.47
333.43, 1340.91, -1.940, -1.47, 1.47
333.43, 1340.91, -1.911, -1.47, 1.47
333.43, 1340.91, -1.881, -1.47, 1.47
333.43, 1340.91, -1.852, -1.47, 1.47
333.43, 1340.91, -1.823, -1.47, 1.47
333.43, 1340.91, -1.793, -1.47, 1.47
333.43, 1340.91, -1.764, -1.47, 1.47
333.43, 1340.91, -1.735, -1.47, 1.47
333.43, 1340.91, -1.705, -1.47, 1.47
333.43, 1340.91, -1.676, -1.47, 1.47
333.43, 1340.91, -1.647, -1.47, 1.47
333.43, 1340.91, -1.617, -1.47, 1.47
333.43, 1340.91, -1.588, -1.47, 1.47
333.43, 1340.91, -1.559, -1.47, 1.47
333.43, 1340.91, -1.529, -1.47, 1.47
333.43, 1340.91, -1.500, -1.47, 1.47
333.43, 1340.91, -1.471, -1.47, 1.47
333.43, 1340.91, -1.441, -1.47, 1.47
333.43, 1340.91, -1.412, -1.47, 1.47
333.43, 1340.91, -1.383, -1.47, 1.47
333.43, 1340.91, -1.353, -1.47, 1.47
333.43, 1340.91, -1.324, -1.47, 1.47
333.43, 1340.91, -1.295, -1.47, 1.47
333.43, 1340.91, -1.265, -1.47, 1.47
333.43, 1340.91, -1.236, -1.47, 1.47
333.43, 1340.91, -1.207, -1.47, 1.47
333.43, 1340.91, -1.177, -1.47, 1.47
333.43, 1340.91, -1.148, -1.47, 1.47
333.43, 1340.91, -1.119, -1.47, 1.47
333.43, 1340.91, -1.089, -1.47, 1.47
333.43, 1340.91, -1.060, -1.47, 1.47
333.43, 1340.91, -1.031, -1.47, 1.47
333.43, 1340.91, -1.001, -1.47, 1.47
333.43, 1340.91, -0.972, -1.47, 1.47
333.43, 1340.91, -0.943, -1.47, 1.47
333.43, 1340.91, -0.913, -1.47, 1.47
333.43, 1340.91, -0.884, -1.47, 1.47
333.43, 1340.91, -0.855, -1.47, 1.47
333.43, 1340.91, -0.825, -1.47, 1.47
333.43, 1340.91, -0.796, -1.47, 1.47
333.43, 1340.91, -0.767, -1.47, 1.47
333.43, 1340.91, -0.738, -1.47, 1.47
333.43, 1340.91, -0.708, -1.47, 1.47
333.43, 1340.91, -0.679, -1.47, 1.47
333.43, 1340.91, -0.650, -1.47, 1.47
333.43, 1340.91, -0.620, -1.47, 1.47
333.43, 1340.91, -0.591, -1.47, 1.47
333.43, 1340.91, -0.562, -1.47, 1.47
333.43, 1340.91, -0.532, -1.47, 1.47
333.43, 1340.91, -0.503, -1.47, 1.47
333.43, 1340.91, -0.474, -1.47, 1.47
333.43, 1340.91, -0.444, -1.47, 1.47
333.43, 1340.91, -0.415, -1.47, 1.47
333.43, 1340.91, -0.386, -1.47, 1.47
333.43, 1340.91, -0.356, -1.47, 1.47
333.43, 1340.91, -0.327, -1.47, 1.47
333.43, 1340.91, -0.298, -1.47, 1.47
333.43, 1340.91, -0.268, -1.47, 1.47
333.43, 1340.91, -0.239, -1.47, 1.47
333.43, 1340.91, -0.210, -1.47, 1.47
333.43, 1340.91, -0.180, -1.47, 1.47
333.43, 1340.91, -0.151, -1.47, 1.47
333.43, 1340.91, -0.122, -1.47, 1.47
333.43, 1340.91, -0.092, -1.47, 1.47
333.43, 1340.91, -0.063, -1.47, 1.47
333.43, 1340.91, -0.034, -1.47, 1.47
333.43, 1340.91, -0.004, -1.47, 1.47
333.43, 1340.91, 0.025, -1.47, 1.47
333.43, 1340.91, 0.054, -1.47, 1.47
333.43, 1340.91, 0.084, -1.47, 1.47
333.43, 1340.91, 0.113, -1.47, 1.47
333.43, 1340.91, 0.142, -1.47, 1.47
333.43, 1340.91, 0.172, -1.47, 1.47
333.43, 1340.91, 0.201, -1.47, 1.47
333.43, 1340.91, 0.230, -1.47, 1.47
333.43, 1340.91, 0.260, -1.47, 1.47
333.43, 1340.91, 0.289, -1.47, 1.47
333.43, 1340.91, 0.318, -1.47, 1.47
333.43, 1340.91, 0.348, -1.47, 1.47
333.43, 1340.91, 0.377, -1.47, 1.47
333.43, 1340.91, 0.406, -1.47, 1.47
333.43, 1340.91, 0.436, -1.47, 1.47
333.43, 1340.91, 0.465, -1.47, 1.47
333.43, 1340.91, 0.494, -1.47, 1.47
333.43, 1340.91, 0.523, -1.47, 1.47
333.43, 1340.91, 0.553, -1.47, 1.47
333.43, 1340.91, 0.582, -1.47, 1.47
333.43, 1340.91, 0.611, -1.47, 1.47
333.43, 1340.91, 0.641, -1.47, 1.47
333.43, 1340.91, 0.670, -1.47, 1.47
333.43, 1340.91, 0.699, -1.47, 1.47
333.43, 1340.91, 0.729, -1.47, 1.47
333.43, 1340.91, 0.758, -1.47, 1.47
333.43, 1340.91, 0.787, -1.47, 1.47
333.43, 1340.91, 0.817, -1.47, 1.47
333.43, 1340.91, 0.846, -1.47, 1.47
333.43, 1340.91, 0.875, -1.47, 1.47
333.43, 1340.91, 0.905, -1.47, 1.47
333.43, 1340.91, 0.934, -1.47, 1.47
333.43, 1340.91, 0.963, -1.47, 1.47
333.43, 1340.91, 0.993, -1.47, 1.47
333.43, 1340.91, 1.022, -1.47, 1.47
333.43, 1340.91, 1.051, -1.47, 1.47
333.43, 1340.91, 1.081, -1.47, 1.47
333.43, 1340.91, 1.110, -1.47, 1.47
333.43, 1340.91, 1.139, -1.47, 1.47
333.43, 1340.91, 1.169, -1.47, 1.47
333.43, 1340.91, 1.198, -1.47, 1.47
333.43, 1340.91, 1.227, -1.47, 1.47
333.43, 1340.91, 1.257, -1.47, 1.47
333.43, 1340.91, 1.286, -1.47, 1.47
333.43, 1340.91, 1.315, -1.47, 1.47
333.43, 1340.91, 1.345, -1.47, 1.47
333.43, 1340.91, 1.374, -1.47, 1.47
333.43, 1340.91, 1.403, -1.47, 1.47
333.43, 1340.91, 1.433, -1.47, 1.47
333.43, 1340.91, 1.462, -1.47, 1.47
333.43, 1340.91, 1.491, -1.47, 1.47
333.43, 1340.91, 1.521, -1.47, 1.47
333.43, 1340.91, 1.550, -1.47, 1.47
333.43, 1340.91, 1.579, -1.47, 1.47
333.43, 1340.91, 1.609, -1.47, 1.47
333.43, 1340.91, 1.638, -1.47, 1.47
333.43, 1340.91, 1.667, -1.47, 1.47
333.43, 1340.91, 1.696, -1.47, 1.47
333.43, 1340.91, 1.726, -1.47, 1.47
333.43, 1340.91, 1.755, -1.47, 1.47
333.43, 1340.91, 1.784, -1.47, 1.47
333.43, 1340.91, 1.814, -1.47, 1.47
333.43, 1340.91, 1.843, -1.47, 1.47
333.43, 1340.91, 1.872, -1.47, 1.47
333.43, 1340.91, 1.902, -1.47, 1.47
333.43, 1340.91, 1.931, -1.47, 1.47
333.43, 1340.91, 1.960, -1.47, 1.47
333.43, 1340.91, 1.990, -1.47, 1.47
333.43, 1340.91, 2.019, -1.47, 1.47
333.43, 1340.91, 2.048, -1.47, 1.47
333.43, 1340.91, 2.078, -1.47, 1.47
333.43, 1340.91, 2.107, -1.47, 1.47
333.43, 1340.91, 2.136, -1.47, 1.47
332.90, 1341.76, 2.136, 100.00, 100.00
332.36, 1342.60, 2.136, 100.00, 100.00
331.82, 1343.45, 2.136, 100.00, 100.00
331.29, 1344.29, 2.136, 100.00, 100.00
330.75, 1345.14, 2.136, 100.00, 100.00
330.22, 1345.98, 2.136, 100.00, 100.00
329.68, 1346.82, 2.136, 100.00, 100.00
329.15, 1347.67, 2.136, 100.00, 100.00
328.61, 1348.51, 2.136, 100.00, 100.00
328.07, 1349.36, 2.136, 100.00, 100.00
327.54, 1350.20, 2.136, 100.00, 100.00
327.00, 1351.05, 2.136, 100.00, 100.00
326.47, 1351.89, 2.136, 100.00, 100.00
325.93, 1352.73, 2.136, 100.00, 100.00
325.39, 1353.58, 2.136, 100.00, 100.00
325.39, 1353.58, 2.107, 1.47, -1.47
325.39, 1353.58, 2.078, 1.47, -1.47
325.39, 1353.58, 2.048, 1.47, -1.47
325.39, 1353.58, 2.019, 1.47, -1.47
325.39, 1353.58, 1.990, 1.47, -1.47
325.39, 1353.58, 1.960, 1.47, -1.47
325.39, 1353.58, 1.931, 1.47, -1.47
325.39, 1353.58, 1.902, 1.47, -1.47
325.39, 1353.58, 1.872, 1.47, -1.47
325.39, 1353.58, 1.843, 1.47, -1.47
325.39, 1353.58, 1.814, 1.47, -1.47
325.39, 1353.58, 1.784, 1.47, -1.47
325.39, 1353.58, 1.755, 1.47, -1.47
325.39, 1353.58, 1.726, 1.47, -1.47
325.39, 1353.58, 1.696, 1.47, -1.47
325.39, 1353.58, 1.667, 1.47, -1.47
325.39, 1353.58, 1.638, 1.47, -1.47
325.39, 1353.58, 1.609, 1.47, -1.47
325.39, 1353.58, 1.579, 1.47, -1.47
325.39, 1353.58, 1.579, 0.00, 0.00
325.39, 1354.58, 1.579, 100.00, 100.00
325.38, 1355.58, 1.579, 100.00, 100.00
325.37, 1356.58, 1.579, 100.00, 100.00
325.36, 1357.58, 1.579, 100.00, 100.00
325.35, 1358.58, 1.579, 100.00, 100.00
325.34, 1359.58, 1.579, 100.00, 100.00
325.34, 1360.58, 1.579, 100.00, 100.00
325.33, 1361.58, 1.579, 100.00, 100.00
325.32, 1362.58, 1.579, 100.00, 100.00
325.31, 1363.58, 1.579, 100.00, 100.00
325.30, 1364.58, 1.579, 100.00, 100.00
325.29, 1365.58, 1.579, 100.00, 100.00
325.28, 1366.58, 1.579, 100.00, 100.00
325.28, 1367.58, 1.579, 100.00, 100.00
325.27, 1368.58, 1.579, 100.00, 100.00
325.26, 1369.58, 1.579, 100.00, 100.00
325.25, 1370.58, 1.579, 100.00, 100.00
325.24, 1371.58, 1.579, 100.00, 100.00
325.23, 1372.58, 1.579, 100.00, 100.00
325.23, 1373.58, 1.579, 100.00, 100.00
325.22, 1374.58, 1.579, 100.00, 100.00
325.21, 1375.58, 1.579, 100.00, 100.00
325.20, 1376.58, 1.579, 100.00, 100.00
325.19, 1377.58, 1.579, 100.00, 100.00
325.18, 1378.58, 1.579, 100.00, 100.00
325.18, 1379.58, 1.579, 100.00, 100.00
325.17, 1380.58, 1.579, 100.00, 100.00
325.16, 1381.58, 1.579, 100.00, 100.00
325.15, 1382.58, 1.579, 100.00, 100.00
325.14, 1383.58, 1.579, 100.00, 100.00
325.13, 1384.58, 1.579, 100.00, 100.00
325.13, 1385.58, 1.579, 100.00, 100.00
325.12, 1386.58, 1.579, 100.00, 100.00
325.11, 1387.58, 1.579, 100.00, 100.00
325.10, 1388.58, 1.579, 100.00, 100.00
325.09, 1389.58, 1.579, 100.00, 100.00
325.08, 1390.58, 1.579, 100.00, 100.00
325.07, 1391.58, 1.579, 100.00, 100.00
325.07, 1392.58, 1.579, 100.00, 100.00
325.06, 1393.58, 1.579, 100.00, 100.00
325.05, 1394.58, 1.579, 100.00, 100.00
325.04, 1395.58, 1.579, 100.00, 100.00
325.03, 1396.58, 1.579, 100.00, 100.00
325.02, 1397.58, 1.579, 100.00, 100.00
325.02, 1398.58, 1.579, 100.00, 100.00
325.01, 1399.58, 1.579, 100.00, 100.00
325.00, 1400.58, 1.579, 100.00, 100.00
324.99, 1401.58, 1.579, 100.00, 100.00
324.98, 1402.58, 1.579, 100.00, 100.00
324.97, 1403.58, 1.579, 100.00, 100.00
324.97, 1404.58, 1.579, 100.00, 100.00
324.96, 1405.58, 1.579, 100.00, 100.00
324.95, 1406.58, 1.579, 100.00, 100.00
324.94, 1407.58, 1.579, 100.00, 100.00
324.93, 1408.58, 1.579, 100.00, 100.00
324.92, 1409.58, 1.579, 100.00, 100.00
324.92, 1410.58, 1.579, 100.00, 100.00
324.91, 1411.58, 1.579, 100.00, 100.00
324.90, 1412.58, 1.579, 100.00, 100.00
324.89, 1413.58, 1.579, 100.00, 100.00
324.88, 1414.58, 1.579, 100.00, 100.00
324.87, 1415.58, 1.579, 100.00, 100.00
324.86, 1416.58, 1.579, 100.00, 100.00
324.86, 1417.58, 1.579, 100.00, 100.00
324.85, 1418.58, 1.579, 100.00, 100.00
324.84, 1419.58, 1.579, 100.00, 100.00
324.83, 1420.58, 1.579, 100.00, 100.00
324.82, 1421.58, 1.579, 100.00, 100.00
324.81, 1422.58, 1.579, 100.00, 100.00
324.81, 1423.58, 1.579, 100.00, 100.00
324.80, 1424.58, 1.579, 100.00, 100.00
324.79, 1425.58, 1.579, 100.00, 100.00
324.78, 1426.58, 1.579, 100.00, 100.00
324.77, 1427.58, 1.579, 100.00, 100.00
324.76, 1428.58, 1.579, 100.00, 100.00
324.76, 1429.58, 1.579, 100.00, 100.00
324.75, 1430.58, 1.579, 100.00, 100.00
324.74, 1431.58, 1.579, 100.00, 100.00
324.73, 1432.58, 1.579, 100.00, 100.00
324.72, 1433.58, 1.579, 100.00, 100.00
324.71, 1434.58, 1.579, 100.00, 100.00
324.71, 1435.58, 1.579, 100.00, 100.00
324.70, 1436.58, 1.579, 100.00, 100.00
324.69, 1437.58, 1.579, 100.00, 100.00
324.68, 1438.58, 1.579, 100.00, 100.00
324.67, 1439.57, 1.579, 100.00, 100.00
324.66, 1440.57, 1.579, 100.00, 100.00
324.65, 1441.57, 1.579, 100.00, 100.00
